# Checkerboard Async Training Log
# Started: SystemTime { tv_sec: 1768317982, tv_nsec: 287705347 }
# Model: 4064 gates
# Fire rate: 0.6
# epoch,soft_loss,hard_loss,accuracy,best_accuracy,elapsed_s
0,72.023415,102.0000,0.540816,0.540816,3.0,0.05000
1,65.343170,94.0000,0.540816,0.540816,5.9,0.05000
2,71.439758,108.0000,0.459184,0.540816,8.8,0.04750
3,54.566013,81.0000,0.525510,0.540816,11.8,0.04987
4,63.102806,100.0000,0.459184,0.540816,14.8,0.04738
5,62.306068,101.0000,0.540816,0.540816,17.7,0.04975
6,62.967567,106.0000,0.479592,0.540816,20.8,0.04726
7,54.097366,90.0000,0.433673,0.540816,23.7,0.04726
8,55.207764,96.0000,0.545918,0.545918,26.7,0.04726
9,56.284798,102.0000,0.448980,0.545918,29.6,0.04490
10,58.918865,115.0000,0.494898,0.545918,32.6,0.04490
11,51.042328,91.0000,0.515306,0.545918,35.6,0.04714
12,51.903870,97.0000,0.459184,0.545918,38.6,0.04479
13,53.487362,106.0000,0.520408,0.545918,41.6,0.04479
14,52.657921,107.0000,0.464286,0.545918,44.6,0.04479
15,49.709644,94.0000,0.510204,0.545918,47.6,0.04703
16,51.177540,105.0000,0.448980,0.545918,50.6,0.04468
17,50.224483,100.0000,0.479592,0.545918,53.5,0.04691
18,49.276470,98.0000,0.474490,0.545918,56.5,0.04691
19,49.570892,101.0000,0.489796,0.545918,59.4,0.04691
20,49.441025,101.0000,0.464286,0.545918,62.4,0.04691
21,49.842445,109.0000,0.510204,0.545918,65.4,0.04691
22,49.093334,96.0000,0.448980,0.545918,68.3,0.04691
23,48.891743,91.0000,0.505102,0.545918,71.3,0.04925
24,48.559002,88.0000,0.494898,0.545918,74.2,0.04925
25,49.161163,101.0000,0.556122,0.556122,77.2,0.04925
26,48.950184,95.0000,0.530612,0.556122,80.2,0.04925
27,49.211666,107.0000,0.469388,0.556122,83.1,0.04679
28,48.951241,96.0000,0.479592,0.556122,86.1,0.04913
29,48.914894,97.0000,0.515306,0.556122,89.0,0.05159
30,48.922794,96.0000,0.545918,0.556122,92.0,0.05159
31,48.945259,96.0000,0.454082,0.556122,95.0,0.04901
32,48.839558,89.0000,0.459184,0.556122,97.9,0.05146
33,48.874115,90.0000,0.489796,0.556122,100.9,0.05146
34,48.999252,100.0000,0.505102,0.556122,103.8,0.05146
35,49.038639,98.0000,0.525510,0.556122,106.8,0.05146
36,48.858841,90.0000,0.505102,0.556122,109.9,0.05146
37,49.016594,108.0000,0.530612,0.556122,112.8,0.05146
38,48.933994,92.0000,0.510204,0.556122,115.9,0.05146
39,48.945267,95.0000,0.500000,0.556122,118.8,0.04889
40,48.971069,107.0000,0.561224,0.561224,121.7,0.04889
41,48.855415,83.0000,0.494898,0.561224,124.8,0.04889
42,48.970268,103.0000,0.545918,0.561224,127.8,0.04889
43,48.987663,99.0000,0.530612,0.561224,130.7,0.04644
44,48.902615,98.0000,0.454082,0.561224,133.7,0.04644
45,48.954250,96.0000,0.484694,0.561224,136.7,0.04644
46,49.034515,112.0000,0.479592,0.561224,139.6,0.04412
47,48.963699,108.0000,0.489796,0.561224,142.5,0.04633
48,48.947857,96.0000,0.443878,0.561224,145.5,0.04633
49,48.920219,88.0000,0.479592,0.561224,148.4,0.04864
50,48.905968,97.0000,0.459184,0.561224,151.4,0.04864
51,49.004951,100.0000,0.489796,0.561224,154.3,0.04864
52,48.905689,84.0000,0.581633,0.581633,157.3,0.05107
53,48.946445,97.0000,0.469388,0.581633,160.2,0.04852
54,48.936451,101.0000,0.515306,0.581633,163.2,0.05095
55,48.883892,91.0000,0.515306,0.581633,166.2,0.05095
56,48.889072,91.0000,0.489796,0.581633,169.1,0.04840
57,48.974003,108.0000,0.571429,0.581633,172.0,0.04840
58,48.888050,85.0000,0.500000,0.581633,175.0,0.04840
59,48.938232,108.0000,0.520408,0.581633,177.9,0.04840
60,48.929535,96.0000,0.545918,0.581633,180.9,0.05082
61,48.901066,87.0000,0.479592,0.581633,183.8,0.05082
62,48.886398,87.0000,0.494898,0.581633,186.8,0.05336
63,48.942757,107.0000,0.469388,0.581633,189.7,0.05069
64,48.912968,96.0000,0.454082,0.581633,192.6,0.05069
65,48.939301,101.0000,0.408163,0.581633,195.6,0.04816
66,48.887505,91.0000,0.403061,0.581633,198.5,0.04816
67,48.949238,114.0000,0.479592,0.581633,201.5,0.04816
68,48.882607,87.0000,0.469388,0.581633,204.4,0.04816
69,48.924881,98.0000,0.428571,0.581633,207.4,0.04575
70,48.935772,103.0000,0.510204,0.581633,210.4,0.04575
71,48.894844,103.0000,0.591837,0.591837,213.3,0.04804
72,48.881363,93.0000,0.489796,0.591837,216.2,0.04804
73,48.882629,94.0000,0.505102,0.591837,219.2,0.04804
74,48.892303,95.0000,0.510204,0.591837,222.1,0.04804
75,48.912907,89.0000,0.474490,0.591837,225.0,0.04564
76,48.875137,91.0000,0.525510,0.591837,227.9,0.04792
77,48.886963,105.0000,0.520408,0.591837,230.9,0.04552
78,48.910610,111.0000,0.540816,0.591837,233.9,0.04552
79,48.913570,97.0000,0.540816,0.591837,236.8,0.04552
80,48.908314,98.0000,0.525510,0.591837,239.8,0.04552
81,48.876408,94.0000,0.510204,0.591837,242.7,0.04552
82,48.901196,102.0000,0.525510,0.591837,245.7,0.04552
83,48.871861,86.0000,0.551020,0.591837,248.6,0.04780
84,48.880424,90.0000,0.484694,0.591837,251.6,0.04541
85,48.883419,98.0000,0.535714,0.591837,254.5,0.04541
86,48.896858,94.0000,0.489796,0.591837,257.5,0.04314
87,48.875404,101.0000,0.489796,0.591837,260.4,0.04314
88,48.887413,84.0000,0.459184,0.591837,263.4,0.04098
89,48.855946,85.0000,0.515306,0.591837,266.3,0.04303
90,48.893188,111.0000,0.515306,0.591837,269.2,0.04303
91,48.880253,97.0000,0.474490,0.591837,272.2,0.04303
92,48.877434,95.0000,0.443878,0.591837,275.1,0.04303
93,48.885708,105.0000,0.551020,0.591837,278.0,0.04303
94,48.870956,84.0000,0.571429,0.591837,280.9,0.04518
95,48.844547,96.0000,0.489796,0.591837,283.8,0.04518
96,48.889244,99.0000,0.510204,0.591837,286.8,0.04518
97,48.857243,90.0000,0.469388,0.591837,289.7,0.04518
98,48.875332,93.0000,0.479592,0.591837,292.6,0.04518
99,48.851624,91.0000,0.428571,0.591837,295.5,0.04518
100,48.856934,96.0000,0.530612,0.591837,298.4,0.04518
101,48.845608,97.0000,0.489796,0.591837,301.3,0.04518
102,48.864792,105.0000,0.556122,0.591837,304.3,0.04518
103,48.842640,98.0000,0.510204,0.591837,307.2,0.04518
104,48.855743,96.0000,0.494898,0.591837,310.1,0.04292
105,48.859715,100.0000,0.484694,0.591837,313.1,0.04078
106,48.863316,105.0000,0.489796,0.591837,316.0,0.04078
107,48.855221,101.0000,0.494898,0.591837,318.9,0.04281
108,48.835957,87.0000,0.520408,0.591837,321.8,0.04495
109,48.851284,96.0000,0.438776,0.591837,324.7,0.04271
110,48.839211,96.0000,0.525510,0.591837,327.6,0.04484
111,48.845581,109.0000,0.479592,0.591837,330.5,0.04260
112,48.843227,112.0000,0.489796,0.591837,333.5,0.04473
113,48.822979,106.0000,0.500000,0.591837,336.4,0.04697
114,48.834579,112.0000,0.464286,0.591837,339.3,0.04462
115,48.819424,90.0000,0.515306,0.591837,342.3,0.04685
116,48.826241,109.0000,0.454082,0.591837,345.1,0.04451
117,48.822918,95.0000,0.535714,0.591837,348.1,0.04673
118,48.827606,105.0000,0.500000,0.591837,350.9,0.04440
119,48.813259,106.0000,0.484694,0.591837,353.9,0.04440
120,48.793713,90.0000,0.469388,0.591837,356.7,0.04440
121,48.787987,97.0000,0.459184,0.591837,359.6,0.04440
122,48.786266,95.0000,0.530612,0.591837,362.6,0.04662
123,48.798687,97.0000,0.464286,0.591837,365.5,0.04428
124,48.788418,105.0000,0.469388,0.591837,368.4,0.04650
125,48.780300,95.0000,0.479592,0.591837,371.2,0.04882
126,48.785336,102.0000,0.489796,0.591837,374.1,0.04882
127,48.784214,94.0000,0.561224,0.591837,377.0,0.05127
128,48.763363,83.0000,0.484694,0.591837,379.9,0.05127
129,48.768528,99.0000,0.500000,0.591837,382.8,0.05127
130,48.751400,100.0000,0.443878,0.591837,385.8,0.05127
131,48.761688,108.0000,0.408163,0.591837,388.7,0.04870
132,48.740604,110.0000,0.500000,0.591837,391.6,0.05114
133,48.741238,108.0000,0.520408,0.591837,394.5,0.05114
134,48.735279,104.0000,0.505102,0.591837,397.5,0.05114
135,48.729408,104.0000,0.535714,0.591837,400.4,0.05369
136,48.722935,98.0000,0.484694,0.591837,403.3,0.05369
137,48.710800,96.0000,0.535714,0.591837,406.2,0.05638
138,48.708721,101.0000,0.530612,0.591837,409.1,0.05638
139,48.699459,93.0000,0.510204,0.591837,412.0,0.05638
140,48.682873,98.0000,0.500000,0.591837,414.9,0.05638
141,48.680477,92.0000,0.500000,0.591837,417.8,0.05638
142,48.674599,108.0000,0.505102,0.591837,420.7,0.05920
143,48.660252,106.0000,0.459184,0.591837,423.7,0.05920
144,48.646702,100.0000,0.576531,0.591837,426.6,0.06216
145,48.643772,98.0000,0.484694,0.591837,429.5,0.06216
146,48.622162,93.0000,0.494898,0.591837,432.4,0.06527
147,48.615040,96.0000,0.545918,0.591837,435.3,0.06853
148,48.605106,98.0000,0.464286,0.591837,438.2,0.06853
149,48.585960,92.0000,0.448980,0.591837,441.1,0.06853
150,48.575771,107.0000,0.510204,0.591837,444.0,0.07195
151,48.555584,94.0000,0.489796,0.591837,446.9,0.07195
152,48.536835,86.0000,0.535714,0.591837,449.8,0.07555
153,48.517647,93.0000,0.474490,0.591837,452.7,0.07555
154,48.498398,109.0000,0.489796,0.591837,455.7,0.07933
155,48.473423,93.0000,0.464286,0.591837,458.6,0.07933
156,48.447338,97.0000,0.469388,0.591837,461.5,0.08330
157,48.420773,108.0000,0.530612,0.591837,464.4,0.08746
158,48.390987,91.0000,0.566327,0.591837,467.4,0.09183
159,48.360207,105.0000,0.505102,0.591837,470.3,0.09183
