# Checkerboard Training Log
# Started: SystemTime { tv_sec: 1767956824, tv_nsec: 254311820 }
# Model: 3040 gates
# epoch,soft_loss,hard_loss,accuracy,best_accuracy,elapsed_s
518,13.922725,25.0000,1.000000,1.000000,1729.7
519,8.926226,8.0000,1.000000,1.000000,1733.0
520,4.804174,3.0000,0.921875,1.000000,1736.3
521,7.762068,10.0000,0.992188,1.000000,1739.6
522,3.768457,0.0000,1.000000,1.000000,1742.8
523,3.719425,0.0000,1.000000,1.000000,1746.1
524,3.696928,6.0000,0.960938,1.000000,1749.4
525,9.685756,13.0000,0.980469,1.000000,1752.7
526,3.574180,1.0000,0.980469,1.000000,1756.0
527,3.891301,0.0000,0.976562,1.000000,1759.3
528,1.896273,4.0000,1.000000,1.000000,1762.6
529,2.513188,16.0000,0.988281,1.000000,1765.8
530,2.621051,0.0000,0.984375,1.000000,1769.1
531,7.102667,7.0000,1.000000,1.000000,1772.4
532,3.001607,19.0000,0.996094,1.000000,1775.7
533,3.556066,7.0000,1.000000,1.000000,1779.0
534,2.188539,10.0000,0.996094,1.000000,1782.3
535,2.337701,0.0000,1.000000,1.000000,1785.6
536,1.293211,3.0000,1.000000,1.000000,1788.8
537,5.453401,14.0000,0.996094,1.000000,1792.1
538,1.640062,23.0000,1.000000,1.000000,1795.5
539,1.606228,8.0000,0.964844,1.000000,1798.8
540,1.321798,0.0000,1.000000,1.000000,1802.1
541,1.377481,1.0000,0.996094,1.000000,1805.4
542,1.319005,2.0000,0.992188,1.000000,1808.7
543,1.946549,17.0000,1.000000,1.000000,1812.0
544,1.122003,0.0000,1.000000,1.000000,1815.3
545,1.138451,0.0000,1.000000,1.000000,1818.6
546,0.924229,0.0000,1.000000,1.000000,1821.9
547,0.932107,0.0000,1.000000,1.000000,1825.2
548,0.960795,0.0000,1.000000,1.000000,1828.4
549,0.874105,0.0000,1.000000,1.000000,1831.8
550,0.678377,0.0000,1.000000,1.000000,1835.0
551,6.524368,4.0000,1.000000,1.000000,1838.3
552,0.631415,0.0000,1.000000,1.000000,1841.6
553,0.631297,0.0000,1.000000,1.000000,1844.9
554,0.598447,0.0000,1.000000,1.000000,1848.2
555,0.464187,0.0000,1.000000,1.000000,1851.5
556,0.498053,0.0000,1.000000,1.000000,1854.8
557,0.497778,0.0000,1.000000,1.000000,1858.1
558,0.379648,0.0000,1.000000,1.000000,1861.4
559,0.365020,0.0000,1.000000,1.000000,1864.7
560,5.417203,0.0000,1.000000,1.000000,1867.9
561,0.346901,0.0000,1.000000,1.000000,1871.2
562,0.347337,0.0000,1.000000,1.000000,1874.6
563,0.431287,0.0000,1.000000,1.000000,1877.8
564,0.307296,0.0000,1.000000,1.000000,1881.1
565,0.313006,0.0000,1.000000,1.000000,1884.4
566,0.313887,0.0000,1.000000,1.000000,1887.7
567,0.319306,0.0000,1.000000,1.000000,1891.0
568,0.312316,0.0000,1.000000,1.000000,1894.2
569,0.269691,0.0000,1.000000,1.000000,1897.5
570,0.263764,0.0000,1.000000,1.000000,1900.8
571,0.251271,0.0000,1.000000,1.000000,1904.1
572,0.238203,0.0000,1.000000,1.000000,1907.4
573,0.215389,0.0000,1.000000,1.000000,1910.7
574,0.225613,0.0000,1.000000,1.000000,1914.0
575,0.203044,0.0000,1.000000,1.000000,1917.2
576,0.198513,0.0000,1.000000,1.000000,1920.5
577,0.196352,0.0000,1.000000,1.000000,1923.8
578,0.196662,0.0000,1.000000,1.000000,1927.1
579,0.180033,0.0000,1.000000,1.000000,1930.4
580,0.181260,0.0000,1.000000,1.000000,1933.7
581,0.197318,0.0000,1.000000,1.000000,1937.0
582,0.193138,0.0000,1.000000,1.000000,1940.3
583,0.176145,0.0000,1.000000,1.000000,1943.5
584,0.176320,0.0000,1.000000,1.000000,1946.8
585,0.161930,0.0000,1.000000,1.000000,1950.1
586,0.159576,0.0000,1.000000,1.000000,1953.4
587,0.149714,0.0000,1.000000,1.000000,1956.7
588,0.148128,0.0000,1.000000,1.000000,1960.0
589,0.158025,0.0000,1.000000,1.000000,1963.2
590,0.149371,0.0000,1.000000,1.000000,1966.5
591,0.153959,0.0000,1.000000,1.000000,1969.8
592,0.143919,0.0000,1.000000,1.000000,1973.1
593,0.136333,0.0000,1.000000,1.000000,1976.4
594,0.131037,0.0000,1.000000,1.000000,1979.7
595,0.137728,0.0000,1.000000,1.000000,1983.0
596,0.137418,0.0000,1.000000,1.000000,1986.3
597,0.128852,0.0000,1.000000,1.000000,1989.6
598,0.114213,0.0000,1.000000,1.000000,1992.8
599,0.124130,0.0000,1.000000,1.000000,1996.1
600,0.116952,0.0000,1.000000,1.000000,1999.4
601,0.105413,0.0000,1.000000,1.000000,2002.7
602,0.120963,0.0000,1.000000,1.000000,2006.0
603,6.077255,7.0000,1.000000,1.000000,2009.3
604,0.104624,0.0000,1.000000,1.000000,2012.6
605,0.109224,0.0000,1.000000,1.000000,2015.9
606,0.106748,0.0000,1.000000,1.000000,2019.2
607,6.639021,7.0000,1.000000,1.000000,2022.4
608,0.115209,0.0000,1.000000,1.000000,2025.7
609,0.096805,0.0000,1.000000,1.000000,2028.9
610,0.099510,0.0000,1.000000,1.000000,2032.2
611,0.099147,0.0000,1.000000,1.000000,2035.5
612,0.103434,0.0000,1.000000,1.000000,2038.7
613,0.106523,0.0000,1.000000,1.000000,2042.0
614,0.101385,0.0000,1.000000,1.000000,2045.3
615,0.097615,0.0000,1.000000,1.000000,2048.6
616,0.103019,0.0000,1.000000,1.000000,2051.9
617,0.105751,0.0000,1.000000,1.000000,2055.1
618,0.100324,0.0000,1.000000,1.000000,2058.4
619,0.106300,0.0000,1.000000,1.000000,2061.7
620,0.091924,0.0000,1.000000,1.000000,2065.0
621,0.097773,0.0000,1.000000,1.000000,2068.2
622,0.107828,0.0000,1.000000,1.000000,2071.5
623,0.091089,0.0000,1.000000,1.000000,2074.8
624,0.086767,0.0000,1.000000,1.000000,2078.1
625,0.098433,0.0000,1.000000,1.000000,2081.5
626,0.096997,0.0000,1.000000,1.000000,2084.8
627,0.087187,0.0000,1.000000,1.000000,2088.2
628,0.089172,0.0000,1.000000,1.000000,2091.5
629,0.085800,0.0000,1.000000,1.000000,2094.8
630,0.100985,0.0000,1.000000,1.000000,2098.0
631,0.084156,0.0000,1.000000,1.000000,2101.3
632,0.088862,0.0000,1.000000,1.000000,2104.6
633,0.086231,0.0000,1.000000,1.000000,2107.9
634,0.087119,0.0000,1.000000,1.000000,2111.2
635,0.078999,0.0000,1.000000,1.000000,2114.5
636,0.092979,0.0000,1.000000,1.000000,2117.8
637,0.081480,0.0000,1.000000,1.000000,2121.1
